Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Y_lat,X_lon,Georeference
2020,IA,Taylor County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian,T2,19173,40.74226011,-94.70639764,POINT (-94.70639764 40.74226011)
2020,AR,Cross County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,05037,35.29490652,-90.7693222,POINT (-90.7693222 35.29490652)
2020,GA,Jackson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,427.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,13157,34.13960062,-83.56469691,POINT (-83.56469691 34.13960062)
2020,IA,Monona County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Black,T2,19133,42.05016692,-95.96468067,POINT (-95.96468067 42.05016692)
2020,AL,Lee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,310.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,01081,32.60645768,-85.35622837,POINT (-85.35622837 32.60645768)
2020,AR,Benton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,05007,36.3364416,-94.24892797,POINT (-94.24892797 36.3364416)
2020,CA,Plumas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,278.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,More than one race,T2,06063,40.00212063,-120.8386478,POINT (-120.8386478 40.00212063)
2020,AZ,Apache County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian,T2,04001,35.39486636,-109.4868697,POINT (-109.4868697 35.39486636)
2020,ID,Bingham County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,367.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,16011,43.2109611,-112.3899565,POINT (-112.3899565 43.2109611)
2020,GA,Webster County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,439.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,13307,32.04538993,-84.54527654,POINT (-84.54527654 32.04538993)
2020,IA,Pocahontas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,19151,42.7363368,-94.6875069,POINT (-94.6875069 42.7363368)
2020,GA,Madison County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,520.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Black,T2,13195,34.12769461,-83.20630677,POINT (-83.20630677 34.12769461)
2020,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,164.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,01,32.7949,-86.8267,POINT (-86.8267 32.7949)
2020,GA,Oglethorpe County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,483.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Black,T2,13221,33.87901811,-83.08250264,POINT (-83.08250264 33.87901811)
2020,AK,Kusilvak,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,White,T2,02158,62.15950701,-163.3489828,POINT (-163.3489828 62.15950701)
2020,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,397.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Black,T2,01,32.7949,-86.8267,POINT (-86.8267 32.7949)
2020,FL,Taylor County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian,T2,12123,30.05011342,-83.59747138,POINT (-83.59747138 30.05011342)
2020,AR,Polk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Black,T2,05113,34.49094306,-94.21912244,POINT (-94.21912244 34.49094306)
2020,AL,Monroe County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,01099,31.57743013,-87.36154918,POINT (-87.36154918 31.57743013)
2020,CA,Santa Clara County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,227.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,06085,37.22731917,-121.6833781,POINT (-121.6833781 37.22731917)
2020,GA,Stephens County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13257,34.55085268,-83.29309919,POINT (-83.29309919 34.55085268)
2020,CA,Yuba County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,230.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian,T2,06115,39.26727223,-121.3410525,POINT (-121.3410525 39.26727223)
2020,AL,Blount County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,01009,33.9832466,-86.56704694,POINT (-86.56704694 33.9832466)
2020,AL,Washington County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,174.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Hispanic,T2,01129,31.41293971,-88.20591714,POINT (-88.20591714 31.41293971)
2020,DE,Kent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,258.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,10001,39.08694017,-75.56905013,POINT (-75.56905013 39.08694017)
2020,IA,Shelby County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,360.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,19165,41.68467953,-95.31734349,POINT (-95.31734349 41.68467953)
2020,CA,Humboldt County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,242.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,06023,40.69899828,-123.8637213,POINT (-123.8637213 40.69899828)
2020,AL,Lauderdale County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,01077,34.90669792,-87.64884345,POINT (-87.64884345 34.90669792)
2020,CA,Contra Costa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Hispanic,T2,06013,37.91322503,-121.9118696,POINT (-121.9118696 37.91322503)
2020,FL,Clay County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,310.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,12019,29.98545369,-81.85234711,POINT (-81.85234711 29.98545369)
2020,GA,Seminole County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13253,30.93930106,-84.86594327,POINT (-84.86594327 30.93930106)
2020,IA,Floyd County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,19067,43.06293049,-92.79310346,POINT (-92.79310346 43.06293049)
2020,GA,Seminole County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,414.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,13253,30.93930106,-84.86594327,POINT (-84.86594327 30.93930106)
2020,FL,Indian River County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,269.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,12061,27.69327944,-80.62239514,POINT (-80.62239514 27.69327944)
2020,CO,Sedgwick County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Black,T2,08115,40.87034399,-102.3506757,POINT (-102.3506757 40.87034399)
2020,GA,Dooly County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Hispanic,T2,13093,32.15636387,-83.79475744,POINT (-83.79475744 32.15636387)
2020,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,226.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Hispanic,T2,08,38.997,-105.549,POINT (-105.549 38.997)
2020,CA,Imperial County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,298.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,More than one race,T2,06025,33.03983803,-115.3663522,POINT (-115.3663522 33.03983803)
2020,AL,Lowndes County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,01085,32.16082304,-86.64943924,POINT (-86.64943924 32.16082304)
2020,CO,Delta County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,344.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,08029,38.85890886,-107.8564985,POINT (-107.8564985 38.85890886)
2020,AR,Ouachita County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,335.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,05103,33.60001207,-92.87641073,POINT (-92.87641073 33.60001207)
2020,GA,Georgia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Hispanic,T2,13,32.6549,-83.4547,POINT (-83.4547 32.6549)
2020,IA,Cedar County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,19031,41.77092175,-91.13459408,POINT (-91.13459408 41.77092175)
2020,FL,Clay County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,243.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,12019,29.98545369,-81.85234711,POINT (-81.85234711 29.98545369)
2020,IA,Des Moines County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,19057,40.92179665,-91.18781568,POINT (-91.18781568 40.92179665)
2020,IA,Jackson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,257.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,19097,42.17351094,-90.57352257,POINT (-90.57352257 42.17351094)
2020,CT,Middlesex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,09007,41.46673694,-72.537224,POINT (-72.537224 41.46673694)
2020,GA,Chattooga County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Hispanic,T2,13055,34.47436783,-85.3418271,POINT (-85.3418271 34.47436783)
2020,ID,Bonner County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,118.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Asian,T2,16017,48.29311058,-116.6009785,POINT (-116.6009785 48.29311058)
2020,AL,Clarke County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,01025,31.68475275,-87.827429,POINT (-87.827429 31.68475275)
2020,CA,Kern County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,229.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Hispanic,T2,06029,35.34527144,-118.7305113,POINT (-118.7305113 35.34527144)
2020,IA,Bremer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Hispanic,T2,19017,42.77665152,-92.32264152,POINT (-92.32264152 42.77665152)
2020,AZ,Mohave County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,276,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,04015,35.70426373,-113.7496182,POINT (-113.7496182 35.70426373)
2020,GA,Douglas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,77.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Hispanic,T2,13097,33.70332809,-84.76489924,POINT (-84.76489924 33.70332809)
2020,IA,Benton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,19011,42.07708508,-92.06933172,POINT (-92.06933172 42.07708508)
2020,CA,Mono County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,315.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,06051,37.9331125,-118.8836474,POINT (-118.8836474 37.9331125)
2020,FL,Palm Beach County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,231.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Hispanic,T2,12099,26.64684608,-80.47592594,POINT (-80.47592594 26.64684608)
2020,FL,Gilchrist County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,214.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,12041,29.73038428,-82.79542897,POINT (-82.79542897 29.73038428)
2020,GA,Hart County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,388.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,13147,34.35154739,-82.9663522,POINT (-82.9663522 34.35154739)
2020,CO,San Juan County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,08111,37.75734631,-107.6714507,POINT (-107.6714507 37.75734631)
2020,AR,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian,T2,05069,34.27250066,-91.9252668,POINT (-91.9252668 34.27250066)
2020,GA,McDuffie County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,13189,33.48454651,-82.4800439,POINT (-82.4800439 33.48454651)
2020,CO,Crowley County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,08025,38.31612667,-103.7752585,POINT (-103.7752585 38.31612667)
2020,GA,Candler County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Hispanic,T2,13043,32.39874917,-82.06996471,POINT (-82.06996471 32.39874917)
2020,AR,Randolph County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,05121,36.34028618,-91.031562,POINT (-91.031562 36.34028618)
2020,AL,Lowndes County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Asian,T2,01085,32.16082304,-86.64943924,POINT (-86.64943924 32.16082304)
2020,AR,White County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,05145,35.26067773,-91.7431975,POINT (-91.7431975 35.26067773)
2020,AL,Barbour County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,01005,31.87734306,-85.39237811,POINT (-85.39237811 31.87734306)
2020,GA,Jenkins County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,13165,32.78905816,-81.96302227,POINT (-81.96302227 32.78905816)
2020,AL,Barbour County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,01005,31.87734306,-85.39237811,POINT (-85.39237811 31.87734306)
2020,GA,Lee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian,T2,13177,31.77773134,-84.14143621,POINT (-84.14143621 31.77773134)
2020,CO,Chaffee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Black,T2,08015,38.75067996,-106.1914329,POINT (-106.1914329 38.75067996)
2020,IA,Delaware County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,19055,42.47111213,-91.37037021,POINT (-91.37037021 42.47111213)
2020,GA,Wilcox County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Asian,T2,13315,31.96923356,-83.4293457,POINT (-83.4293457 31.96923356)
2020,AR,Benton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,111.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,More than one race,T2,05007,36.3364416,-94.24892797,POINT (-94.24892797 36.3364416)
2020,ID,Cassia County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,258.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,16031,42.28187142,-113.5897932,POINT (-113.5897932 42.28187142)
2020,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Asian,T2,05,34.8982,-92.434,POINT (-92.434 34.8982)
2020,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian,T2,02164,58.65264198,-156.1838384,POINT (-156.1838384 58.65264198)
2020,CA,Alpine County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,06003,38.59448271,-119.8169696,POINT (-119.8169696 38.59448271)
2020,AR,Drew County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,05043,33.58936991,-91.7101268,POINT (-91.7101268 33.58936991)
2020,GA,Liberty County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13179,31.83551023,-81.50295571,POINT (-81.50295571 31.83551023)
2020,AL,Jackson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,01071,34.78454611,-85.99527511,POINT (-85.99527511 34.78454611)
2020,CO,Phillips County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Hispanic,T2,08095,40.58655659,-102.3530878,POINT (-102.3530878 40.58655659)
2020,ID,Bonneville County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,177.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Hispanic,T2,16019,43.38620499,-111.612853,POINT (-111.612853 43.38620499)
2020,AL,Montgomery County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,242.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,01101,32.22830933,-86.20712733,POINT (-86.20712733 32.22830933)
2020,IA,Bremer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,19017,42.77665152,-92.32264152,POINT (-92.32264152 42.77665152)
2020,GA,Douglas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,415.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Black,T2,13097,33.70332809,-84.76489924,POINT (-84.76489924 33.70332809)
2020,ID,Teton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,16081,43.75572633,-111.2052979,POINT (-111.2052979 43.75572633)
2020,GA,Fayette County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,349.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,White,T2,13113,33.418434,-84.485397,POINT (-84.485397 33.418434)
2020,IA,Fremont County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,370.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,19071,40.75010525,-95.6093347,POINT (-95.6093347 40.75010525)
2020,GA,Taylor County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13269,32.54905613,-84.24437673,POINT (-84.24437673 32.54905613)
2020,IA,Mitchell County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,19131,43.35751509,-92.7938741,POINT (-92.7938741 43.35751509)
2020,IA,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,19101,41.03055782,-91.94991721,POINT (-91.94991721 41.03055782)
